,combhubs_glm,Hippocampus_L_glm,Hippocampus_R_glm,diffhubs_glm,TPJ_L_glm,TPJ_R_glm,diffhubs_ns_glm,dmPFC_L_glm,dmPFC_R_glm,lPFC_L_glm,lPFC_R_glm
0,0.8164755608941334,1.0176717142729605,1.200669382811684,0.08196043925318668,0.49580428538700694,-0.12496148381372343,0.3363488946148767,0.40604150932848,0.1887300594085944,1.1649850955190946,0.25970647651487266
1,-0.6307764144602508,0.01586225176830564,-0.3409926340985484,-0.8421478449601238,-0.9729427330658351,-0.7767504009072683,-0.7722978794612384,-0.5190812194094323,-0.8347739843009606,-1.2501975186877041,-0.6776822650207501
2,-1.7364544393755128,-0.5111955687513384,-0.20406624226745332,-1.2117649735995564,-0.9965403606503385,-1.3193772800741654,-1.6505820314636843,-2.377780853294489,-1.9070834024749712,-1.0969739888157062,-0.9228165461069957
3,0.24990720330396435,0.37109922374996307,0.9594486371830904,0.911141697888815,0.6744960209025365,1.0294645363819546,0.12245578980881651,-0.01004913564854823,-0.5985710833638882,-0.5763199748814265,1.645429116964982
4,-0.22777965575703316,0.30570058915988807,0.4614187359013531,-0.40610625687579843,-0.4539881404294873,-0.3821653150989539,-0.3250342593604734,-0.6274426721002662,-0.5742557520388154,-0.204393950410435,0.2517270672799458
5,0.03054420368931705,-0.18635526136978936,-0.4418105230124614,-0.3642809125978818,-0.5000146701711754,-0.29641403381123493,0.18442486201520597,0.5714392937051215,-0.016803936247086537,0.39289575172439944,0.19230627475601858
6,0.4264375504518715,0.1617284674208671,0.3730815746459506,-0.16976280447198752,-0.42025086155357927,-0.044518775931191634,0.5928882976540002,0.7958840206571135,0.4534632120213008,0.4571410128879947,0.7351820532950923
7,-0.046844940008992274,0.3769502223955577,0.2222039920387023,-0.03664785554214275,0.05379935478515713,-0.08187146070579268,-0.23666259692982033,-0.0517883229126878,-0.8728741252532204,0.6532403834030307,0.40380610748680784
8,1.1555932604808086,0.3895170411271987,0.528528738510516,0.555783399151291,1.0980459149451842,0.2846521412543445,1.1026571845879594,1.5741645312056622,0.8159047277813147,1.7743460328568155,1.0423434320976124
9,0.03930100048711003,0.07397254599909356,0.9137143258575211,1.1516598714167807,0.3430261002810288,1.5559767569846568,0.35416103594573395,-0.6518471533350251,-0.3143059582787039,1.2513146697103341,1.8398936079187695
10,0.5685100547093416,1.0012838054852855,0.587083617920371,0.18858314273108867,-0.2098709398969156,0.3878101840450908,0.3614838292286582,0.46453563130749487,0.45012443526217216,0.15957274306853106,0.21235197984028611
11,0.014958196392760692,-0.4467543994768098,-0.7485303043443016,0.375317440389591,0.19896232964453361,0.4634949957621196,-0.099838819775781,0.40474591553559747,-0.2978287823675104,0.1952241073574621,-0.20459968137489873
12,-0.4317596665803262,0.4469408426947527,-0.26527123524483104,-0.6719860057253513,-0.5794477424548616,-0.7182551373605962,-0.6611206881125472,-0.9084631471207723,-0.6341432170553893,-0.724966643344956,-0.5199061821248573
13,-0.9256387051428552,-0.2569269367412288,-0.1468174237641351,-0.2691918251875727,-1.3977189503588971,0.29507173739808956,-0.6937857632734802,-2.0841590851062883,-1.3896856365709445,-2.124034246652677,1.8697124012372308
14,-0.45855354553892214,-0.20622339039222004,-0.11097375489686108,-0.2408594118296956,-0.1436353623890536,-0.2894714365500166,-0.6298941198752274,-0.47106557837256213,-0.879546786182539,-0.804166668258395,-0.2616011875704291
15,-2.228339419565627,-1.7507540659052656,-1.4717218589192516,-2.322161559880826,-1.8621472278628128,-2.552168725889833,-2.337130438143301,-2.684191311851829,-2.4802401721451637,-1.9850501369224804,-1.9846003994081176
16,-0.7262291175482265,-0.6456248291586566,-0.7775141442687215,0.20617341130227554,0.13903835307547946,0.2397409404156736,-0.4479178885522126,-1.1352595310977323,-0.7470188753609109,-0.7502620772879202,0.6095929140712001
17,-0.006902495891580829,0.674346271757974,0.6820399133580304,-0.0030487109749910563,0.3722289434426821,-0.1906875381838276,-0.27357118706695377,-0.14422542057809293,-0.6772477769298653,-0.13394751361291413,0.26645139389397826
18,-1.06561523753048,-0.8061186565927682,-0.7175924405204467,-0.1724071298775346,-1.054990464011755,0.2688845371895755,-1.0680508887270914,-1.9729740073342281,-1.1310969309205476,-2.179523619320996,0.010798837531394906
19,-0.8910909438509202,-0.3257616508601361,-0.4542108796280065,-1.3445039796740303,-1.563720880733618,-1.2348955291442367,-0.7680962205506212,-1.1234774405912524,-0.9089822848601319,-0.7311460843097946,-0.3086820120879585
20,-1.3602256550066945,-0.21015881281502136,-1.0968193066462666,-0.9981886936851557,-0.35781726923603235,-1.3183744059097173,-1.5602472655704398,-1.896367842974931,-2.068083823981619,-0.7601126346122163,-0.7564841602682222
21,0.7744562518171346,0.44195531713545333,0.44577293144099145,0.6161177978247013,0.36062709732042586,0.7438631480768392,0.5168933783160495,0.4665659134383555,0.469372502797369,1.6026858797024093,0.26771564697019284
22,-0.6067029442998366,-1.2908150077811205,-0.8844691457633164,-0.020580063657592,-0.5076876561693393,0.22297373259828165,-0.22366183775279538,-0.7842428553321985,-0.39479902072509376,-1.4812250638783262,0.854475220962481
23,-0.8658716355711933,0.14670725354540753,0.23302637427746406,-0.27865625422849144,-0.6366714199983705,-0.09964867134355196,-1.0080958153589348,-1.4825684437109885,-1.496333526703636,-0.7344621946203418,0.030737582204072595
24,-1.836825579638499,-0.8911404086697607,-0.9815532611709363,-1.0198752617545923,-1.116782811795681,-0.971421486734048,-1.3665447800706423,-1.741919719539209,-2.1056934369046987,-1.011702311298237,-0.002661215292305658
25,-1.3815228210499912,-0.4974822291540077,-0.47204093298082367,-1.0737801815113814,-1.365694886225254,-0.927822829154445,-1.1094730707249705,-1.534369056438324,-1.808712564790064,-1.4878077368587124,0.4653016319036678
